date,latitude,longitude,stationName,value,previousDate,previousValue,type
2017-02-08,29.6596,-98.1636,"New Braunfels, Tx",30,1932-02-08,29.4,high
2017-02-08,29.2827,-97.7675,"Nixon, Tx",30.6,1999-02-08,29.4,high
2017-02-08,30.2263,-93.7394,"Orange 9 N, Tx",27.8,1999-02-08,25,high
2017-02-08,29.6602,-103.1736,"Persimmon Gap, Tx",28.9,1994-02-08,28.9,high
2017-02-08,31.9633,-98.4941,"Proctor Reservoir, Tx",26.7,1999-02-08,26.7,high
2017-02-08,31.8836,-100.5358,"Robert Lee 4 Wsw, Tx",26.7,2015-02-08,26.7,high
2017-02-08,29.8832,-97.9494,"San Marcos, Tx",30,1926-02-08,28.9,high
2017-02-08,30.0093,-97.1644,"Smithville, Tx",30.6,1999-02-08,29.4,high
2017-02-08,30.3368,-96.5402,"Somerville Dam, Tx",30,1999-02-08,27.8,high
2017-02-08,30.793,-94.1819,"Town Bluff Dam, Tx",27.8,1999-02-08,27.8,high
2017-02-08,31.6003,-97.2169,"Waco Dam, Tx",28.3,2013-02-08,28.3,high
2017-02-08,30.58333,-94.4,"Warren 2 S, Tx",29.4,1957-02-08,27.2,high
2017-02-08,30.3237,-96.1594,"Washington State Park, Tx",30.6,1999-02-08,26.7,high
2017-02-08,33.3038,-94.1584,"Wright Patman Dam And Lake, Tx",25,1999-02-08,23.3,high
2017-02-08,29.2738,-97.1555,"Yoakum, Tx",30,1962-02-08,30,high
2017-02-08,37.0769,-111.6638,"Big Water, Ut",17.2,2015-02-08,16.7,high
2017-02-08,36.6687,-81.9646,"Abingdon 3 S, Va",21.1,2005-02-08,17.8,high
2017-02-08,37.3261,-78.8274,"Appomattox, Va",22.2,2009-02-08,20,high
2017-02-08,37.75,-77.4833,"Ashland, Va",23.3,1925-02-08,22.8,high
2017-02-08,36.8224,-79.4104,"Chatham, Va",23.3,1937-02-08,21.1,high
2017-02-08,37.81112,-79.98822,"Covington Filter Plant, Va",21.7,2009-02-08,20,high
2017-02-08,37.6664,-77.8769,"Crozier, Va",22.8,2009-02-08,21.7,high
2017-02-08,37.3263,-78.3864,"Farmville 2 N, Va",23.3,1965-02-08,22.2,high
2017-02-08,37.9458,-79.9542,"Gathright Dam, Va",21.7,2009-02-08,16.7,high
2017-02-08,37.2822,-82.0894,"Grundy, Va",21.1,1999-02-08,19.4,high
2017-02-08,38.6661,-78.3727,"Luray 5 E, Va",23.3,1965-02-08,21.1,high
2017-02-08,36.7056,-79.865,"Martinsville Filter Plant, Va",22.2,1965-02-08,21.1,high
2017-02-08,39.0643,-77.8883,"Mount Weather, Va",18.9,2008-02-08,18.3,high
2017-02-08,38.2323,-78.1202,"Piedmont Research Station, Va",22.2,2009-02-08,18.9,high
2017-02-08,37.0556,-80.7842,"Pulaski 2 E, Va",20,2008-02-08,20,high
2017-02-08,36.9769,-79.8961,"Rocky Mount, Va",20.6,2009-02-08,20.6,high
2017-02-08,36.6954,-78.8807,"South Boston, Va",24.4,2009-02-08,21.1,high
2017-02-08,37.2714,-80.7131,"Staffordsville 3 Ene, Va",20,2009-02-08,16.7,high
2017-02-08,38.9764,-77.4869,"Sterling Rcs, Va",22.2,2009-02-08,18.3,high
2017-02-08,36.6365,-80.2545,"Stuart, Va",20.6,2009-02-08,20.6,high
2017-02-08,36.7297,-76.6015,"Suffolk Lake Kilby, Va",22.2,2009-02-08,22.2,high
2017-02-08,36.9839,-77.0078,"Wakefield 1 Nw, Va",24.4,2009-02-08,23.9,high
2017-02-08,37.5658,-76.8,"West Point 2 Nw, Va",23.3,2009-02-08,23.3,high
2017-02-08,37.3017,-76.7039,"Williamsburg 2 N, Va",22.8,2009-02-08,22.8,high
2017-02-08,39.1881,-78.1514,"Winchester, Va",22.8,2009-02-08,18.3,high
2017-02-08,38.8969,-78.4679,"Woodstock 2 Ne, Va",22.8,1965-02-08,22.2,high
2017-02-08,38.5312,-79.7714,"Bartow 1 S, Wv",18.9,2009-02-08,13.9,high
2017-02-08,38.1873,-80.1336,"Buckeye, Wv",20,1965-02-08,15.6,high
2017-02-08,39.5064,-78.3158,"Cacapon State Park 2, Wv",22.2,2009-02-08,17.8,high
2017-02-08,39.2682,-80.3522,"Clarksburg 1, Wv",21.7,2005-02-08,17.2,high
2017-02-08,39.67722,-79.77194,"Coopers Rock State Forest, Wv",18.3,2005-02-08,13.9,high
2017-02-08,38.6649,-80.7672,"Gassaway, Wv",22.8,2009-02-08,18.3,high
2017-02-08,38.9099,-81.0844,"Grantsville 1 Ese, Wv",22.8,2005-02-08,18.3,high
2017-02-08,37.8566,-80.4042,"Lewisburg 3 N, Wv",20.6,1937-02-08,20.6,high
2017-02-08,37.866,-81.9845,"Logan, Wv",23.9,2009-02-08,20,high
2017-02-08,38.1935,-81.3701,"London Locks, Wv",22.8,1937-02-08,19.4,high
2017-02-08,39.47,-80.8571,"Middlebourne 3 Ese, Wv",20,2005-02-08,17.8,high
2017-02-08,39.6203,-79.9698,"Morgantown Lock And Dam, Wv",19.4,2001-02-08,18.9,high
2017-02-08,40.1478,-80.7014,"Pike Island Lock And Dam, Wv",17.2,2005-02-08,13.9,high
2017-02-08,37.5741,-81.5355,"Pineville, Wv",22.2,2005-02-08,16.7,high
2017-02-08,38.8172,-81.7119,"Ripley, Wv",22.2,1999-02-08,18.3,high
2017-02-08,39.3389,-78.7728,"Romney 1 Sw, Wv",25,1925-02-08,21.1,high
2017-02-08,39.3419,-79.6697,"Rowlesburg 1, Wv",21.1,2005-02-08,17.8,high
2017-02-08,38.399,-79.9949,"Snowshoe, Wv",13.3,2005-02-08,10,high
2017-02-08,38.2201,-80.8938,"Summersville Lake, Wv",21.1,2005-02-08,17.2,high
2017-02-08,39.4467,-79.5469,"Terra Alta Number 1, Wv",18.3,2001-02-08,15.6,high
2017-02-08,38.78333,-79.28333,"Upper Tract, Wv",23.3,1900-02-08,19.4,high
2017-02-08,39.2906,-80.7687,"West Union 2, Wv",21.7,2005-02-08,17.8,high
2017-02-08,30.4,-81.41667,"Mayport Pilot Station, Fl",26.1,1997-02-08,26.1,high
2017-02-08,32.55,-88.56667,"Meridian Naas, Ms",26.1,1994-02-08,26.1,high
2017-02-08,30.58917,-96.36472,"College Station Easterwood Field, Tx",30,1994-02-08,27.8,high
2017-02-08,32.3205,-90.0777,"Jackson International Airport, Ms",27.2,1999-02-08,26.7,high
2017-02-08,34.29,-93.06,"Hot Springs Asos, Ar",25,1994-02-08,25,high
2017-02-08,42.2068,-75.98,"Binghamton Greater Ap, Ny",8.3,2009-02-08,7.8,high
2017-02-08,41.8,-78.6333,"Bradford Regional Airport, Pa",10.6,1990-02-08,10,high
2017-02-08,40.7939,-73.1017,"Islip Li Macarthur Airport, Ny",16.7,2009-02-08,15,high
2017-02-08,41.17833,-78.89889,"Dubois Jefferson Co Airport, Pa",11.7,1990-02-08,11.7,high
2017-02-08,26.6847,-80.0994,"West Palm Beach International Airport, Fl",30.6,1974-02-08,30.6,high
2017-02-08,28.8614,-96.9303,"Victoria Regional Airport, Tx",32.8,1962-02-08,29.4,high
2017-02-08,29.997528,-90.277806,"New Orleans International Airport, La",27.2,1999-02-08,27.2,high
2017-02-08,29.95056,-94.02056,"Port Arthur Se Tx Regional Airport, Tx",31.1,1950-02-08,26.7,high
2017-02-08,29.63806,-95.28194,"Houston William P Hobby Airport, Tx",30,1962-02-08,28.3,high
2017-02-08,25.9141,-97.423,"Brownsville S Padre Island International Airport, Tx",30,1963-02-08,30,high
2017-02-08,29.5443,-98.4839,"San Antonio International Airport, Tx",31.1,1994-02-08,30.6,high
2017-02-08,29.2733,-94.8592,"Galveston Scholes Field, Tx",26.1,1950-02-08,25,high
2017-02-08,27.7742,-97.5122,"Corpus Christi International Airport, Tx",33.3,1962-02-08,30.6,high
2017-02-08,27.68333,-97.28333,"Corpus Christi Nas, Tx",27.8,2008-02-08,26.1,high
2017-02-08,27.5,-97.81667,"Kingsville Naas, Tx",35,1962-02-08,32.8,high
2017-02-08,28.45667,-99.21833,"Cotulla La Salle Co Airport, Tx",35.6,1963-02-08,32.2,high
2017-02-08,26.18389,-98.25389,"Mcallen Miller International Airport, Tx",34.4,1994-02-08,31.7,high
2017-02-08,29.98,-95.36,"Houston Intercontinental Airport, Tx",30.6,1994-02-08,27.2,high
2017-02-08,29.3601,-99.1742,"Hondo Municipal Airport, Tx",32.8,2008-02-08,28.3,high
2017-02-08,39.4716,-76.1697,"Aberdeen Phillips Field, Md",19.4,1933-02-08,16.7,high
2017-02-08,38.3,-76.41667,"Patuxent River Nas, Md",22.2,2009-02-08,21.1,high
2017-02-08,36.5729,-79.3351,"Danville Regional Airport, Va",22.8,2015-02-08,22.8,high
2017-02-08,37.3208,-79.2067,"Lynchburg International Airport, Va",21.1,2009-02-08,20.6,high
2017-02-08,39.4019,-77.9844,"Martinsburg Eastern West Virginia Regional Airport, Wv",18.9,1965-02-08,18.9,high
2017-02-08,39.3667,-75.0667,"Millville Municipal Airport, Nj",21.7,2009-02-08,18.3,high
2017-02-08,36.9033,-76.1922,"Norfolk International Airport, Va",22.2,2009-02-08,22.2,high
2017-02-08,39.8683,-75.2311,"Philadelphia International Airport, Pa",18.9,1965-02-08,16.7,high
2017-02-08,37.505,-77.3202,"Richmond International Airport, Va",23.9,2009-02-08,22.2,high
2017-02-08,38.8483,-77.0341,"Washington Reagan National Airport, Va",23.3,2015-02-08,20,high
2017-02-08,36.93746,-76.28926,"Norfolk Nas, Va",23.3,2009-02-08,23.3,high
2017-02-08,38.50362,-77.30503,"Quantico Mcas, Va",21.7,2015-02-08,20,high
2017-02-08,39.6728,-75.6008,"Wilmington New Castle Co Airport, De",21.1,1965-02-08,18.9,high
2017-02-08,30.1831,-97.6799,"Austin Bergstrom International Airport, Tx",30,1962-02-08,29.4,high
2017-02-08,31.3953,-92.2907,"Alexandria Esler Field, La",29.4,1999-02-08,26.7,high
2017-02-08,32.5155,-92.0405,"Monroe Regional Airport, La",28.3,1937-02-08,28.3,high
2017-02-08,32.4472,-93.8244,"Shreveport Regional Airport, La",28.3,1994-02-08,28.3,high
2017-02-08,30.3208,-97.7604,"Austin Camp Mabry, Tx",30.6,1962-02-08,29.4,high
2017-02-08,30.5372,-91.1469,"Baton Rouge Ryan Airport, La",28.9,1957-02-08,28.3,high
2017-02-08,32.35417,-95.4025,"Tyler Pounds Field, Tx",25.6,1950-02-08,25.6,high
2017-02-08,40.1962,-76.7724,"Middletown Harrisburg International Airport, Pa",16.1,1965-02-08,14.4,high
2017-02-08,40.84361,-72.63222,"Westhampton Gabreski Airport, Ny",16.7,2009-02-08,16.1,high
2017-02-08,40.7792,-73.88,"La Guardia Airport, Ny",16.7,1965-02-08,15.6,high
2017-02-08,42.9408,-78.7358,"Buffalo Niagara International, Ny",11.1,1990-02-08,11.1,high
2017-02-08,40.6825,-74.1694,"Newark Liberty International Airport, Nj",18.3,1965-02-08,17.2,high
2017-02-08,40.29639,-78.32028,"Altoona Blair Co Airport, Pa",14.4,1990-02-08,13.3,high
2017-02-08,40.65083,-75.4492,"Allentown Lehigh Valley International Airport, Pa",16.1,1965-02-08,15,high
2017-02-08,42.3606,-71.0097,"Boston, Ma",11.1,2009-02-08,10.6,high
2017-02-08,42.15944,-76.89194,"Elmira Corning Regional Airport, Ny",11.7,2002-02-08,11.7,high
2017-02-08,41.6266,-73.8842,"Poughkeepsie Airport, Ny",13.3,1965-02-08,13.3,high
2017-02-08,41.26389,-72.88722,"New Haven Tweed Airport, Ct",15,2009-02-08,12.2,high
2017-02-08,41.7225,-71.4325,"Providence, Ri",13.9,2009-02-08,12.8,high
2017-02-08,43.1167,-77.6767,"Rochester Greater International, Ny",13.3,1937-02-08,12.8,high
2017-02-08,43.1111,-76.1038,"Syracuse Hancock International Airport, Ny",11.1,1990-02-08,10.6,high
2017-02-08,41.3336,-75.7269,"Wilkes Barre Scranton International Airport, Pa",11.7,1965-02-08,11.1,high
2017-02-08,29.3784,-100.927,"Del Rio International Airport, Tx",32.2,2015-02-08,29.4,high
2017-02-08,35.18222,-103.60306,"Tucumcari Municipal Airport, Nm",23.9,1976-02-08,23.9,high
2017-02-08,39.1342,-108.54,"Grand Junction Walker Field, Co",17.8,2015-02-08,16.7,high
2017-02-08,33.6361,-91.7556,"Monticello Municipal Airport, Ar",26.1,1957-02-08,26.1,high
2017-02-08,35.6875,-117.6931,"China Lake Naf, Ca",32.8,1996-02-08,27.2,high
2017-02-08,38.34056,-75.51028,"Salisbury Wicomico Regional Airport, Md",22.2,2009-02-08,20.6,high
2017-02-08,39.1666,-76.6833,"Baltimore Washington International Airport, Md",22.2,1965-02-08,21.1,high
2017-02-08,39.4494,-74.5672,"Atlantic City International Airport, Nj",21.7,1965-02-08,20.6,high
2017-02-08,38.9408,-77.4636,"Washington Dulles International Airport, Va",21.7,1965-02-08,21.1,high
2017-02-08,37.9372,-75.4708,"Wallops Island Wallops Flight Facility, Va",22.2,2009-02-08,20.6,high
2017-02-08,34.2622,-88.7713,"Tupelo Regional Airport, Ms",25,1999-02-08,23.9,high
2017-02-08,31.1827,-90.4708,"Mccomb Pike County John E Lewis Field Airport, Ms",27.8,1957-02-08,27.2,high
2017-02-08,41.1583,-73.1289,"Igor I Sikorsky Memori Airport, Ct",17.2,1965-02-08,13.9,high
2017-02-08,44.93583,-74.84583,"Massena International Airport, Ny",8.9,1990-02-08,8.9,high
2017-02-08,40.7889,-73.9669,"Ny City Central Park, Ny",16.7,1965-02-08,16.1,high
2017-02-08,41.06694,-73.7075,"Westchester Co Airport, Ny",14.4,2009-02-08,13.3,high
2017-02-08,40.6386,-73.7622,"Jfk International Airport, Ny",18.3,1965-02-08,16.7,high
2017-02-08,43.9922,-76.0217,"Watertown Airport, Ny",10,1990-02-08,8.9,high
2017-02-09,30.2505,-88.0775,"Dauphin Island Number 2, Al",22.2,2009-02-09,20.6,high
2017-02-09,32.8347,-88.1341,"Gainesville Lock, Al",25.6,1999-02-09,24.4,high
2017-02-09,33.7392,-88.1275,"Vernon, Al",24.4,1965-02-09,24.4,high
2017-02-09,31.9793,-111.3837,"Anvil Ranch, Az",28.9,1999-02-09,28.3,high
2017-02-09,36.1533,-109.5394,"Canyon De Chelly, Az",19.4,2015-02-09,18.9,high
2017-02-09,33.9826,-112.3628,"Castle Hot Springs, Az",28.9,1996-02-09,28.3,high
2017-02-09,31.3455,-110.2541,"Coronado National Memorial Hdqtrs, Az",25.6,1962-02-09,23.9,high
2017-02-09,34.7994,-109.885,"Petrified Forest National Park, Az",22.2,2015-02-09,21.7,high
2017-02-09,34.5172,-109.4028,"Saint Johns, Az",23.3,1987-02-09,21.7,high
2017-02-09,32.2713,-109.2255,"San Simon, Az",26.7,2015-02-09,26.1,high
2017-02-09,34.2639,-110.0075,"Show Low Municipal Airport, Az",20,2015-02-09,20,high
2017-02-09,34.1311,-109.275,"Springerville, Az",22.2,1938-02-09,20.6,high
2017-02-09,35.2413,-112.1929,"Williams, Az",18.9,1996-02-09,18.3,high
2017-02-09,34.025,-91.3444,"Arkansas Post, Ar",23.3,1999-02-09,22.8,high
2017-02-09,34.9818,-92.0064,"Cabot, Ar",23.9,1999-02-09,22.8,high
2017-02-09,33.1144,-91.2627,"Eudora, Ar",26.7,1994-02-09,25.6,high
2017-02-09,34.0784,-93.702,"Murfreesboro 1 W, Ar",25,1994-02-09,25,high
2017-02-09,33.9294,-93.8583,"Nashville, Ar",25.6,1994-02-09,25.6,high
2017-02-09,34.9553,-93.1594,"Nimrod Dam, Ar",26.1,1957-02-09,24.4,high
2017-02-09,33.9153,-92.8267,"Sparkman, Ar",23.3,2001-02-09,22.8,high
2017-02-09,39.0422,-108.4663,"Grand Junction 6 Ese, Co",17.8,2015-02-09,16.7,high
2017-02-09,39.5703,-107.2267,"Shoshone, Co",12.2,2007-02-09,10,high
2017-02-09,41.55,-72.71667,"Middletown 4 W, Ct",12.8,1965-02-09,12.2,high
2017-02-09,27.1819,-81.3508,"Archbold Bio Station, Fl",31.1,1986-02-09,31.1,high
2017-02-09,28.4558,-81.7234,"Clermont 9 S, Fl",30,1957-02-09,30,high
2017-02-09,26.1019,-80.2011,"Fort Lauderdale, Fl",31.1,2014-02-09,30.6,high
2017-02-09,26.1408,-80.1061,"Fort Lauderdale Beach, Fl",29.4,2014-02-09,29.4,high
2017-02-09,25.8175,-80.2858,"Hialeah, Fl",30,2013-02-09,30,high
2017-02-09,28.2763,-81.424,"Kissimmee 2, Fl",28.9,1999-02-09,28.3,high
2017-02-09,26.9164,-81.9983,"Punta Gorda 4 Ese, Fl",30.6,2013-02-09,30.6,high
2017-02-09,31.3972,-81.2811,"Sapelo Island, Ga",26.7,1999-02-09,26.7,high
2017-02-09,43.7383,-116.2022,"Boise 7 N, Id",13.9,1996-02-09,13.3,high
2017-02-09,38.343,-89.3586,"Nashville 1 E, Il",20.6,1898-02-09,18.9,high
2017-02-09,31.3205,-92.4611,"Alexandria, La",28.9,1957-02-09,28.9,high
2017-02-09,30.9594,-92.1786,"Bunkie, La",27.8,1999-02-09,27.2,high
2017-02-09,32.775,-92.4075,"Farmerville, La",26.1,1960-02-09,25.6,high
2017-02-09,31.4825,-91.8627,"Jonesville Locks, La",27.2,1999-02-09,26.1,high
2017-02-09,31.1416,-93.2397,"Leesville, La",30,1957-02-09,27.8,high
2017-02-09,30.3644,-91.1672,"Lsu Ben Hur Farm, La",26.1,1999-02-09,26.1,high
2017-02-09,32.3994,-91.1841,"Tallulah, La",29.4,1957-02-09,27.8,high
2017-02-09,29.7547,-90.7748,"Thibodaux 4 Se, La",26.7,1994-02-09,26.7,high
2017-02-09,39.6811,-77.2913,"Emmitsburg 2 Se, Md",17.8,2001-02-09,16.7,high
2017-02-09,38.4616,-76.6991,"Mechanicsville 5 Ne, Md",22.2,2009-02-09,21.1,high
2017-02-09,38.972,-76.338,"Stevensville 2 Sw, Md",20,2009-02-09,17.8,high
2017-02-09,41.3854,-70.518,"Edgartown, Ma",14.4,2009-02-09,12.2,high
2017-02-09,41.8819,-70.9085,"Middleboro, Ma",12.8,2009-02-09,11.7,high
2017-02-09,32.9027,-90.3816,"Yazoo City 5 Nne, Ms",28.9,1965-02-09,26.1,high
2017-02-09,39.9508,-119.5986,"Sutcliffe, Nv",17.2,1970-02-09,16.1,high
2017-02-09,44.7499,-71.6302,"North Stratford, Nh",6.1,1991-02-09,5,high
2017-02-09,40.8292,-75.0835,"Belvidere Bridge, Nj",15,2009-02-09,14.4,high
2017-02-09,40.574,-74.881,"Flemington 5 Nnw, Nj",16.1,1965-02-09,15.6,high
2017-02-09,40.3142,-74.2511,"Freehold Marlboro, Nj",18.3,2009-02-09,16.7,high
2017-02-09,39.6442,-74.8072,"Hammonton 1 Ne, Nj",19.4,1949-02-09,18.9,high
2017-02-09,40.265,-74.5641,"Hightstown 2 W, Nj",18.3,2009-02-09,15.6,high
2017-02-09,40.4719,-74.4364,"New Brunswick 3 Se, Nj",18.3,2009-02-09,16.1,high
2017-02-09,39.4871,-75.2201,"Seabrook Farms, Nj",20,2009-02-09,17.2,high
2017-02-09,36.9358,-107,"Dulce, Nm",16.7,2015-02-09,16.1,high
2017-02-09,36.1838,-105.0608,"Ocate 2 Nw, Nm",18.3,1996-02-09,18.3,high
2017-02-09,32.7047,-108.728,"Redrock 1 Nne, Nm",26.7,2015-02-09,23.9,high
2017-02-09,32.5565,-108.3666,"White Signal, Nm",21.1,2015-02-09,20,high
2017-02-09,35.9477,-106.7469,"Wolf Canyon, Nm",11.7,2016-02-09,11.7,high
2017-02-09,35.0247,-78.2758,"Clinton 2 Ne, Nc",22.2,2009-02-09,22.2,high
2017-02-09,36.3481,-78.4119,"Henderson 2 Nnw, Nc",22.8,1925-02-09,22.8,high
2017-02-09,36.1028,-78.3039,"Louisburg, Nc",22.8,2009-02-09,22.8,high
2017-02-09,35.6847,-82.0084,"Marion, Nc",23.9,2009-02-09,22.8,high
2017-02-09,36.3796,-79.6944,"Reidsville 2 Nw, Nc",21.7,2015-02-09,21.7,high
2017-02-09,36.4783,-77.6717,"Roanoke Rapids, Nc",20.6,2005-02-09,19.4,high
2017-02-09,36.3464,-78.8858,"Roxboro 7 Ese, Nc",22.8,2009-02-09,22.8,high
2017-02-09,40.8619,-75.6428,"Beltzville Dam, Pa",13.3,2009-02-09,12.2,high
2017-02-09,40.3803,-76.0274,"Blue Marsh Lake, Pa",15,2009-02-09,13.3,high
2017-02-09,40.0136,-78.3653,"Everett, Pa",17.2,2009-02-09,15,high
2017-02-09,41.1184,-75.7277,"Francis E Walter Dam, Pa",10,1965-02-09,10,high
2017-02-09,40.2305,-75.4354,"Graterford 1 E, Pa",16.7,1965-02-09,16.1,high
2017-02-09,40.5511,-75.9913,"Hamburg, Pa",13.9,2001-02-09,12.2,high
2017-02-09,40.0499,-76.2742,"Lancaster 2 Ne Fltr, Pa",17.8,2001-02-09,15.6,high
2017-02-09,41.7394,-75.4465,"Pleasant Mount 1 W, Pa",7.8,1965-02-09,7.8,high
2017-02-09,40.6515,-78.5551,"Prince Gallitzin State Park, Pa",11.7,2015-02-09,10,high
2017-02-09,39.9708,-75.635,"West Chester 2 Nw, Pa",18.9,1965-02-09,18.3,high
2017-02-09,39.91667,-76.75,"York 3 Ssw Pump Station, Pa",17.8,2005-02-09,16.7,high
2017-02-09,35.7178,-89.4986,"Ripley, Tn",23.3,2009-02-09,21.1,high
2017-02-09,29.4608,-101.0286,"Amistad Dam, Tx",31.1,2008-02-09,28.9,high
2017-02-09,29.9142,-94.9908,"Baytown, Tx",30,1962-02-09,30,high
2017-02-09,30.0969,-94.0997,"Beaumont City, Tx",29.4,1950-02-09,27.8,high
2017-02-09,30.0688,-94.2927,"Beaumont Resrch Ctr, Tx",30,1999-02-09,26.7,high
2017-02-09,35.5302,-102.2563,"Boys Ranch, Tx",26.7,2015-02-09,26.7,high
2017-02-09,30.1591,-96.3972,"Brenham, Tx",29.4,1932-02-09,28.9,high
2017-02-09,28.4895,-99.8734,"Carrizo Springs 3 W, Tx",33.3,1963-02-09,33.3,high
2017-02-09,31.8075,-94.1642,"Center, Tx",27.2,1994-02-09,26.7,high
2017-02-09,28.4675,-98.2525,"Choke Canyon Dam, Tx",32.2,1994-02-09,32.2,high
2017-02-09,29.699,-96.573,"Columbus, Tx",31.1,1994-02-09,28.3,high
2017-02-09,29.634,-97.0645,"Flatonia 4 Se, Tx",31.1,1962-02-09,30.6,high
2017-02-09,28.9845,-95.3809,"Freeport 2 Nw, Tx",26.7,1999-02-09,25.6,high
2017-02-09,27.8722,-98.6176,"Freer, Tx",34.4,1999-02-09,32.2,high
2017-02-09,30.6763,-97.7208,"Georgetown Lake, Tx",28.3,1994-02-09,27.8,high
2017-02-09,29.4744,-97.4481,"Gonzales 2 S, Tx",32.2,2008-02-09,26.7,high
2017-02-09,30.7188,-97.3211,"Granger Dam, Tx",28.3,1994-02-09,28.3,high
2017-02-09,29.3365,-99.1386,"Hondo, Tx",31.7,1962-02-09,30.6,high
2017-02-09,29.8097,-101.5604,"Langtry, Tx",32.2,2015-02-09,31.7,high
2017-02-09,30.4065,-97.0134,"Lexington, Tx",28.9,1994-02-09,27.8,high
2017-02-09,28.0372,-97.8725,"Mathis 4 Ssw, Tx",32.8,1994-02-09,32.2,high
2017-02-09,33.7184,-102.7585,"Morton, Tx",25.6,2015-02-09,25,high
2017-02-09,33.95444,-102.77833,"Muleshoe Nwr, Tx",23.9,2000-02-09,23.9,high
2017-02-09,29.2827,-97.7675,"Nixon, Tx",32.8,1962-02-09,31.7,high
2017-02-09,30.2263,-93.7394,"Orange 9 N, Tx",30,1999-02-09,25.6,high
2017-02-09,29.6602,-103.1736,"Persimmon Gap, Tx",31.1,1994-02-09,31.1,high
2017-02-09,33.19861,-101.37444,"Post, Tx",27.2,1976-02-09,27.2,high
2017-02-09,26.3769,-98.8116,"Rio Grande City, Tx",36.1,1994-02-09,33.9,high
2017-02-09,31.0619,-94.1011,"Sam Rayburn Dam, Tx",30,1999-02-09,27.2,high
2017-02-09,30.0093,-97.1644,"Smithville, Tx",29.4,1932-02-09,29.4,high
2017-02-09,30.3368,-96.5402,"Somerville Dam, Tx",27.8,1994-02-09,26.7,high
2017-02-09,36.4415,-102.0776,"Stratford, Tx",25,1976-02-09,25,high
2017-02-09,30.793,-94.1819,"Town Bluff Dam, Tx",30,1999-02-09,26.1,high
2017-02-09,30.58333,-94.4,"Warren 2 S, Tx",31.7,1962-02-09,28.9,high
2017-02-09,30.3237,-96.1594,"Washington State Park, Tx",31.1,1962-02-09,27.2,high
2017-02-09,29.2738,-97.1555,"Yoakum, Tx",32.2,1962-02-09,32.2,high
2017-02-09,40.4644,-111.7708,"Alpine, Ut",20.6,2015-02-09,16.1,high
2017-02-09,38.6163,-109.6191,"Arches National Park Hqs, Ut",19.4,2015-02-09,19.4,high
2017-02-09,37.0769,-111.6638,"Big Water, Ut",17.8,2015-02-09,17.8,high
2017-02-09,37.53,-110.7203,"Bullfrog Basin, Ut",19.4,2015-02-09,19.4,high
2017-02-09,39.8997,-113.7128,"Callao, Ut",17.2,2015-02-09,17.2,high
2017-02-09,38.46,-109.8213,"Canyonlands The Neck, Ut",13.9,1996-02-09,13.3,high
2017-02-09,38.2917,-111.2622,"Capitol Reef National Park, Ut",17.2,2015-02-09,16.7,high
2017-02-09,39.2583,-111.6305,"Manti, Ut",17.8,2015-02-09,16.7,high
2017-02-09,39.2454,-112.1066,"Scipio, Ut",18.3,1916-02-09,18.3,high
2017-02-09,40.3603,-111.8972,"Utah Lake Lehi, Ut",16.7,1999-02-09,15,high
2017-02-09,36.8224,-79.4104,"Chatham, Va",23.3,1965-02-09,22.2,high
2017-02-09,37.3263,-78.3864,"Farmville 2 N, Va",22.8,2009-02-09,22.2,high
2017-02-09,37.2992,-77.2775,"Hopewell, Va",22.8,1990-02-09,22.8,high
2017-02-09,36.6002,-78.3011,"John H Kerr Dam, Va",24.4,2009-02-09,23.9,high
2017-02-09,36.7056,-79.865,"Martinsville Filter Plant, Va",21.7,2015-02-09,21.1,high
2017-02-09,39.0643,-77.8883,"Mount Weather, Va",16.7,2009-02-09,16.7,high
2017-02-09,36.6954,-78.8807,"South Boston, Va",25,2015-02-09,21.7,high
2017-02-09,38.9764,-77.4869,"Sterling Rcs, Va",20.6,2009-02-09,18.9,high
2017-02-09,36.6365,-80.2545,"Stuart, Va",21.1,2009-02-09,20.6,high
2017-02-09,39.1881,-78.1514,"Winchester, Va",17.8,2005-02-09,17.8,high
2017-02-09,21.8999,-159.4211,"Mahaulepu 941.1, Hi",31.1,2015-02-09,31.1,high
2017-02-09,35.99,-112.12,"Tusayan Arizona, Az",19.4,2015-02-09,18.3,high
2017-02-09,40.535,-106.7808,"Dry Lake Colorado, Co",10,2015-02-09,10,high
2017-02-09,39.7667,-108.3167,"Hunter Creek Colorado, Co",14.4,2015-02-09,14.4,high
2017-02-09,38.8417,-107.7361,"Jay Colorado, Co",18.3,2015-02-09,18.3,high
2017-02-09,40.7981,-105.5722,"Red Feather Colorado, Co",12.8,2015-02-09,12.8,high
2017-02-09,39.5122,-107.7492,"Rifle Colorado, Co",15.6,2015-02-09,15.6,high
2017-02-09,38.1917,-108.2167,"Sanborn Park Colorado, Co",15,2015-02-09,14.4,high
2017-02-09,40.9528,-110.4806,"Hewinta Utah, Ut",11.7,1996-02-09,11.2,high
2017-02-09,42.4172,-115.2278,"Horse Butte Idaho, Id",12.8,2015-02-09,11.1,high
2017-02-09,39.6339,-109.2658,"Mccook Ridge, Ut",15,2015-02-09,15,high
2017-02-09,42.6261,-117.395,"Grassy Mountain Oregon, Or",12.8,2012-02-09,12.2,high
2017-02-09,43.5833,-117.2333,"Owyhee Ridge Oregon, Or",10.6,1996-02-09,10.6,high
